label,kp_name,x,y
uncover,Right elbow,34,18
uncover,Right shoulder,53,30
uncover,Left shoulder,76,29
uncover,Left elbow,84,50
uncover,Left wrist,71,55
uncover,thorax,65,27
uncover,head top,67,11
uncover,Right ankle,71,94
uncover,Right knee,41,99
uncover,Right hip,50,76
uncover,Left hip,68,76
uncover,Left knee,71,101
uncover,Left ankle,70,134
uncover,Right wrist,67,51
uncover,Right elbow,46,50
uncover,Right shoulder,48,32
uncover,Left shoulder,75,30
uncover,Left elbow,77,46
uncover,Left wrist,55,44
uncover,thorax,61,29
uncover,head top,60,10
uncover,Right ankle,69,95
uncover,Right knee,42,81
uncover,Right hip,72,73
uncover,Left hip,65,69
uncover,Left knee,35,81
uncover,Left ankle,66,94
uncover,Right wrist,40,61
uncover,Right elbow,49,44
uncover,Right shoulder,64,23
uncover,Left shoulder,57,29
uncover,Left elbow,58,52
uncover,Left wrist,49,64
uncover,thorax,56,24
uncover,head top,48,13
uncover,Right ankle,59,124
uncover,Right knee,47,94
uncover,Right hip,71,72
uncover,Left hip,68,71
uncover,Left knee,47,95
uncover,Left ankle,61,124
uncover,Right wrist,43,59
uncover,Right elbow,50,43
uncover,Right shoulder,61,25
uncover,Left shoulder,57,29
uncover,Left elbow,58,55
uncover,Left wrist,51,67
uncover,thorax,56,25
uncover,head top,49,13
uncover,Right ankle,66,96
uncover,Right knee,90,74
uncover,Right hip,60,69
uncover,Left hip,60,68
uncover,Left knee,88,75
uncover,Left ankle,65,94
uncover,Right wrist,70,31
uncover,Right elbow,71,44
uncover,Right shoulder,60,24
uncover,Left shoulder,58,24
uncover,Left elbow,77,18
uncover,Left wrist,63,14
uncover,thorax,64,22
uncover,head top,69,8
uncover,Right ankle,66,121
uncover,Right knee,80,92
uncover,Right hip,63,69
uncover,Left hip,57,70
uncover,Left knee,74,91
uncover,Left ankle,46,94
uncover,Right wrist,61,72
uncover,Right elbow,59,52
uncover,Right shoulder,56,25
uncover,Left shoulder,57,28
uncover,Left elbow,77,18
uncover,Left wrist,60,17
uncover,thorax,62,22
uncover,head top,68,7
uncover,Right ankle,78,120
uncover,Right knee,83,88
uncover,Right hip,60,71
uncover,Left hip,58,71
uncover,Left knee,73,95
uncover,Left ankle,47,106
uncover,Right wrist,70,32
uncover,Right elbow,70,43
uncover,Right shoulder,58,26
uncover,Left shoulder,55,25
uncover,Left elbow,77,18
uncover,Left wrist,60,17
uncover,thorax,62,22
uncover,head top,69,9
uncover,Right ankle,64,99
uncover,Right knee,40,81
uncover,Right hip,60,72
uncover,Left hip,64,72
uncover,Left knee,48,95
uncover,Left ankle,63,125
uncover,Right wrist,61,16
uncover,Right elbow,41,22
uncover,Right shoulder,58,28
uncover,Left shoulder,63,27
uncover,Left elbow,65,51
uncover,Left wrist,66,73
uncover,thorax,57,26
uncover,head top,47,13
uncover,Right ankle,59,136
uncover,Right knee,57,108
uncover,Right hip,54,74
uncover,Left hip,70,75
uncover,Left knee,70,106
uncover,Left ankle,68,135
uncover,Right wrist,53,19
uncover,Right elbow,34,20
uncover,Right shoulder,50,31
uncover,Left shoulder,73,30
uncover,Left elbow,90,18
uncover,Left wrist,71,18
uncover,thorax,62,28
uncover,head top,62,10
uncover,Right ankle,65,96
uncover,Right knee,90,74
uncover,Right hip,58,71
uncover,Left hip,59,70
uncover,Left knee,89,74
uncover,Left ankle,65,95
uncover,Right wrist,70,69
uncover,Right elbow,57,50
uncover,Right shoulder,57,25
uncover,Left shoulder,59,26
uncover,Left elbow,77,17
uncover,Left wrist,61,14
uncover,thorax,59,21
uncover,head top,69,8
uncover,Right ankle,67,134
uncover,Right knee,58,103
uncover,Right hip,54,74
uncover,Left hip,72,73
uncover,Left knee,68,104
uncover,Left ankle,65,132
uncover,Right wrist,54,65
uncover,Right elbow,46,52
uncover,Right shoulder,47,32
uncover,Left shoulder,75,29
uncover,Left elbow,80,52
uncover,Left wrist,73,63
uncover,thorax,61,28
uncover,head top,57,10
uncover,Right ankle,69,95
uncover,Right knee,44,79
uncover,Right hip,73,70
uncover,Left hip,67,68
uncover,Left knee,37,80
uncover,Left ankle,68,93
uncover,Right wrist,58,14
uncover,Right elbow,40,24
uncover,Right shoulder,54,29
uncover,Left shoulder,65,22
uncover,Left elbow,39,17
uncover,Left wrist,54,10
uncover,thorax,54,26
uncover,head top,43,20
uncover,Right ankle,56,135
uncover,Right knee,55,103
uncover,Right hip,54,71
uncover,Left hip,71,71
uncover,Left knee,70,103
uncover,Left ankle,67,135
uncover,Right wrist,57,56
uncover,Right elbow,42,53
uncover,Right shoulder,48,33
uncover,Left shoulder,76,32
uncover,Left elbow,86,51
uncover,Left wrist,74,52
uncover,thorax,62,29
uncover,head top,60,10
uncover,Right ankle,71,124
uncover,Right knee,78,94
uncover,Right hip,55,70
uncover,Left hip,55,70
uncover,Left knee,78,94
uncover,Left ankle,71,126
uncover,Right wrist,64,72
uncover,Right elbow,59,55
uncover,Right shoulder,58,26
uncover,Left shoulder,56,26
uncover,Left elbow,77,17
uncover,Left wrist,61,15
uncover,thorax,62,23
uncover,head top,68,7
uncover,Right ankle,58,125
uncover,Right knee,48,94
uncover,Right hip,71,73
uncover,Left hip,68,72
uncover,Left knee,47,94
uncover,Left ankle,61,125
uncover,Right wrist,61,16
uncover,Right elbow,41,22
uncover,Right shoulder,61,26
uncover,Left shoulder,65,25
uncover,Left elbow,67,50
uncover,Left wrist,63,73
uncover,thorax,56,27
uncover,head top,45,13
uncover,Right ankle,56,134
uncover,Right knee,54,106
uncover,Right hip,54,76
uncover,Left hip,69,76
uncover,Left knee,70,107
uncover,Left ankle,70,135
uncover,Right wrist,55,20
uncover,Right elbow,36,18
uncover,Right shoulder,51,31
uncover,Left shoulder,77,30
uncover,Left elbow,82,52
uncover,Left wrist,72,61
uncover,thorax,62,29
uncover,head top,58,11
uncover,Right ankle,56,134
uncover,Right knee,53,104
uncover,Right hip,53,75
uncover,Left hip,71,76
uncover,Left knee,73,104
uncover,Left ankle,69,134
uncover,Right wrist,56,60
uncover,Right elbow,42,53
uncover,Right shoulder,47,32
uncover,Left shoulder,70,31
uncover,Left elbow,88,16
uncover,Left wrist,70,19
uncover,thorax,61,29
uncover,head top,62,10
uncover,Right ankle,73,89
uncover,Right knee,45,103
uncover,Right hip,50,72
uncover,Left hip,70,73
uncover,Left knee,71,101
uncover,Left ankle,69,133
uncover,Right wrist,56,61
uncover,Right elbow,42,52
uncover,Right shoulder,46,32
uncover,Left shoulder,72,29
uncover,Left elbow,89,17
uncover,Left wrist,71,18
uncover,thorax,61,29
uncover,head top,59,10
uncover,Right ankle,67,125
uncover,Right knee,75,95
uncover,Right hip,57,72
uncover,Left hip,61,70
uncover,Left knee,84,87
uncover,Left ankle,64,113
uncover,Right wrist,77,32
uncover,Right elbow,74,46
uncover,Right shoulder,68,24
uncover,Left shoulder,59,25
uncover,Left elbow,75,44
uncover,Left wrist,86,56
uncover,thorax,65,21
uncover,head top,70,10
uncover,Right ankle,51,89
uncover,Right knee,81,90
uncover,Right hip,57,70
uncover,Left hip,58,69
uncover,Left knee,82,87
uncover,Left ankle,59,116
uncover,Right wrist,63,70
uncover,Right elbow,60,50
uncover,Right shoulder,59,25
uncover,Left shoulder,56,25
uncover,Left elbow,77,19
uncover,Left wrist,63,16
uncover,thorax,62,22
uncover,head top,68,7
uncover,Right ankle,60,125
uncover,Right knee,49,94
uncover,Right hip,71,75
uncover,Left hip,66,74
uncover,Left knee,49,95
uncover,Left ankle,60,123
uncover,Right wrist,61,16
uncover,Right elbow,43,21
uncover,Right shoulder,66,24
uncover,Left shoulder,61,24
uncover,Left elbow,53,45
uncover,Left wrist,51,33
uncover,thorax,57,24
uncover,head top,48,13
uncover,Right ankle,80,93
uncover,Right knee,82,67
uncover,Right hip,57,67
uncover,Left hip,46,73
uncover,Left knee,68,91
uncover,Left ankle,46,109
uncover,Right wrist,78,35
uncover,Right elbow,91,45
uncover,Right shoulder,73,34
uncover,Left shoulder,54,26
uncover,Left elbow,50,15
uncover,Left wrist,69,21
uncover,thorax,73,27
uncover,head top,81,17
uncover,Right ankle,39,92
uncover,Right knee,41,69
uncover,Right hip,57,68
uncover,Left hip,74,78
uncover,Left knee,71,99
uncover,Left ankle,67,125
uncover,Right wrist,42,12
uncover,Right elbow,56,22
uncover,Right shoulder,70,30
uncover,Left shoulder,91,36
uncover,Left elbow,94,54
uncover,Left wrist,87,71
uncover,thorax,80,30
uncover,head top,83,12
uncover,Right ankle,67,121
uncover,Right knee,55,94
uncover,Right hip,66,73
uncover,Left hip,69,74
uncover,Left knee,62,94
uncover,Left ankle,65,123
uncover,Right wrist,33,12
uncover,Right elbow,46,22
uncover,Right shoulder,58,30
uncover,Left shoulder,52,32
uncover,Left elbow,44,45
uncover,Left wrist,45,32
uncover,thorax,53,28
uncover,head top,42,15
uncover,Right ankle,61,126
uncover,Right knee,54,100
uncover,Right hip,48,77
uncover,Left hip,52,76
uncover,Left knee,78,81
uncover,Left ankle,69,105
uncover,Right wrist,66,32
uncover,Right elbow,74,46
uncover,Right shoulder,60,33
uncover,Left shoulder,47,32
uncover,Left elbow,64,22
uncover,Left wrist,77,12
uncover,thorax,59,28
uncover,head top,67,17
uncover,Right ankle,47,112
uncover,Right knee,34,90
uncover,Right hip,46,71
uncover,Left hip,67,70
uncover,Left knee,69,97
uncover,Left ankle,73,125
uncover,Right wrist,38,53
uncover,Right elbow,30,40
uncover,Right shoulder,42,29
uncover,Left shoulder,71,26
uncover,Left elbow,86,39
uncover,Left wrist,76,54
uncover,thorax,56,25
uncover,head top,57,7
uncover,Right ankle,53,107
uncover,Right knee,39,85
uncover,Right hip,56,80
uncover,Left hip,73,82
uncover,Left knee,68,114
uncover,Left ankle,92,111
uncover,Right wrist,65,14
uncover,Right elbow,53,25
uncover,Right shoulder,61,37
uncover,Left shoulder,87,38
uncover,Left elbow,97,27
uncover,Left wrist,81,18
uncover,thorax,72,36
uncover,head top,72,19
uncover,Right ankle,48,125
uncover,Right knee,45,101
uncover,Right hip,47,73
uncover,Left hip,70,75
uncover,Left knee,67,102
uncover,Left ankle,71,127
uncover,Right wrist,55,19
uncover,Right elbow,37,17
uncover,Right shoulder,46,29
uncover,Left shoulder,69,30
uncover,Left elbow,83,18
uncover,Left wrist,66,18
uncover,thorax,58,27
uncover,head top,59,9
uncover,Right ankle,79,100
uncover,Right knee,82,75
uncover,Right hip,51,81
uncover,Left hip,49,83
uncover,Left knee,75,74
uncover,Left ankle,69,104
uncover,Right wrist,74,50
uncover,Right elbow,72,65
uncover,Right shoulder,66,42
uncover,Left shoulder,61,39
uncover,Left elbow,74,56
uncover,Left wrist,81,68
uncover,thorax,69,39
uncover,head top,77,31
uncover,Right ankle,42,122
uncover,Right knee,47,100
uncover,Right hip,53,71
uncover,Left hip,71,69
uncover,Left knee,89,89
uncover,Left ankle,67,104
uncover,Right wrist,31,59
uncover,Right elbow,30,40
uncover,Right shoulder,42,28
uncover,Left shoulder,67,26
uncover,Left elbow,80,18
uncover,Left wrist,66,9
uncover,thorax,56,24
uncover,head top,58,8
uncover,Right ankle,69,76
uncover,Right knee,36,62
uncover,Right hip,50,60
uncover,Left hip,66,61
uncover,Left knee,66,89
uncover,Left ankle,63,99
uncover,Right wrist,30,58
uncover,Right elbow,32,41
uncover,Right shoulder,44,28
uncover,Left shoulder,73,27
uncover,Left elbow,87,40
uncover,Left wrist,89,56
uncover,thorax,58,24
uncover,head top,59,7
uncover,Right ankle,58,110
uncover,Right knee,38,89
uncover,Right hip,53,71
uncover,Left hip,60,72
uncover,Left knee,44,95
uncover,Left ankle,69,107
uncover,Right wrist,29,12
uncover,Right elbow,46,20
uncover,Right shoulder,58,26
uncover,Left shoulder,47,29
uncover,Left elbow,39,48
uncover,Left wrist,42,34
uncover,thorax,48,26
uncover,head top,37,15
uncover,Right ankle,63,104
uncover,Right knee,42,85
uncover,Right hip,64,70
uncover,Left hip,56,69
uncover,Left knee,38,91
uncover,Left ankle,61,104
uncover,Right wrist,49,42
uncover,Right elbow,42,34
uncover,Right shoulder,65,23
uncover,Left shoulder,57,24
uncover,Left elbow,42,38
uncover,Left wrist,36,48
uncover,thorax,60,21
uncover,head top,56,10
uncover,Right ankle,75,121
uncover,Right knee,74,93
uncover,Right hip,53,79
uncover,Left hip,51,80
uncover,Left knee,77,93
uncover,Left ankle,73,123
uncover,Right wrist,58,28
uncover,Right elbow,61,40
uncover,Right shoulder,40,34
uncover,Left shoulder,44,34
uncover,Left elbow,66,39
uncover,Left wrist,82,41
uncover,thorax,40,31
uncover,head top,32,21
uncover,Right ankle,58,120
uncover,Right knee,56,92
uncover,Right hip,61,70
uncover,Left hip,50,69
uncover,Left knee,39,94
uncover,Left ankle,59,115
uncover,Right wrist,31,21
uncover,Right elbow,45,31
uncover,Right shoulder,59,27
uncover,Left shoulder,72,29
uncover,Left elbow,58,45
uncover,Left wrist,44,49
uncover,thorax,69,25
uncover,head top,77,13
uncover,Right ankle,46,93
uncover,Right knee,50,81
uncover,Right hip,49,68
uncover,Left hip,67,69
uncover,Left knee,69,99
uncover,Left ankle,69,124
uncover,Right wrist,36,60
uncover,Right elbow,37,44
uncover,Right shoulder,44,28
uncover,Left shoulder,70,24
uncover,Left elbow,85,15
uncover,Left wrist,67,16
uncover,thorax,58,24
uncover,head top,56,8
uncover,Right ankle,79,123
uncover,Right knee,75,96
uncover,Right hip,52,77
uncover,Left hip,57,78
uncover,Left knee,75,94
uncover,Left ankle,79,123
uncover,Right wrist,57,27
uncover,Right elbow,60,38
uncover,Right shoulder,38,32
uncover,Left shoulder,51,32
uncover,Left elbow,65,37
uncover,Left wrist,84,38
uncover,thorax,40,29
uncover,head top,32,19
uncover,Right ankle,66,126
uncover,Right knee,69,97
uncover,Right hip,77,76
uncover,Left hip,60,72
uncover,Left knee,43,84
uncover,Left ankle,57,102
uncover,Right wrist,40,14
uncover,Right elbow,55,21
uncover,Right shoulder,71,30
uncover,Left shoulder,59,32
uncover,Left elbow,44,40
uncover,Left wrist,51,24
uncover,thorax,63,27
uncover,head top,52,14
uncover,Right ankle,69,100
uncover,Right knee,49,91
uncover,Right hip,63,73
uncover,Left hip,60,73
uncover,Left knee,45,98
uncover,Left ankle,69,110
uncover,Right wrist,53,17
uncover,Right elbow,44,19
uncover,Right shoulder,56,27
uncover,Left shoulder,63,25
uncover,Left elbow,44,35
uncover,Left wrist,52,23
uncover,thorax,65,23
uncover,head top,63,8
uncover,Right ankle,76,101
uncover,Right knee,49,94
uncover,Right hip,60,76
uncover,Left hip,67,76
uncover,Left knee,57,100
uncover,Left ankle,81,100
uncover,Right wrist,48,16
uncover,Right elbow,40,28
uncover,Right shoulder,62,26
uncover,Left shoulder,51,29
uncover,Left elbow,34,25
uncover,Left wrist,46,19
uncover,thorax,50,31
uncover,head top,38,29
uncover,Right ankle,75,107
uncover,Right knee,88,87
uncover,Right hip,59,73
uncover,Left hip,68,73
uncover,Left knee,74,98
uncover,Left ankle,49,105
uncover,Right wrist,35,16
uncover,Right elbow,24,29
uncover,Right shoulder,39,33
uncover,Left shoulder,57,28
uncover,Left elbow,76,28
uncover,Left wrist,83,42
uncover,thorax,50,29
uncover,head top,51,14
uncover,Right ankle,75,120
uncover,Right knee,78,95
uncover,Right hip,63,74
uncover,Left hip,48,78
uncover,Left knee,58,104
uncover,Left ankle,60,130
uncover,Right wrist,69,41
uncover,Right elbow,80,44
uncover,Right shoulder,66,32
uncover,Left shoulder,46,32
uncover,Left elbow,62,20
uncover,Left wrist,78,11
uncover,thorax,59,27
uncover,head top,69,15
uncover,Right ankle,48,125
uncover,Right knee,46,98
uncover,Right hip,48,76
uncover,Left hip,68,77
uncover,Left knee,67,103
uncover,Left ankle,70,126
uncover,Right wrist,63,46
uncover,Right elbow,42,45
uncover,Right shoulder,46,30
uncover,Left shoulder,71,29
uncover,Left elbow,73,42
uncover,Left wrist,52,39
uncover,thorax,58,27
uncover,head top,59,9
uncover,Right ankle,46,106
uncover,Right knee,30,88
uncover,Right hip,44,70
uncover,Left hip,67,70
uncover,Left knee,66,97
uncover,Left ankle,69,125
uncover,Right wrist,61,17
uncover,Right elbow,42,11
uncover,Right shoulder,52,26
uncover,Left shoulder,75,33
uncover,Left elbow,79,52
uncover,Left wrist,80,68
uncover,thorax,63,26
uncover,head top,73,14
uncover,Right ankle,62,128
uncover,Right knee,57,105
uncover,Right hip,48,79
uncover,Left hip,53,76
uncover,Left knee,78,81
uncover,Left ankle,69,105
uncover,Right wrist,79,15
uncover,Right elbow,71,27
uncover,Right shoulder,54,32
uncover,Left shoulder,46,34
uncover,Left elbow,61,22
uncover,Left wrist,73,11
uncover,thorax,63,33
uncover,head top,73,24
uncover,Right ankle,47,117
uncover,Right knee,37,93
uncover,Right hip,47,71
uncover,Left hip,70,69
uncover,Left knee,92,85
uncover,Left ankle,66,96
uncover,Right wrist,40,65
uncover,Right elbow,38,48
uncover,Right shoulder,44,31
uncover,Left shoulder,73,25
uncover,Left elbow,88,38
uncover,Left wrist,81,52
uncover,thorax,56,25
uncover,head top,55,9
uncover,Right ankle,27,117
uncover,Right knee,41,91
uncover,Right hip,47,71
uncover,Left hip,67,69
uncover,Left knee,79,91
uncover,Left ankle,94,116
uncover,Right wrist,16,21
uncover,Right elbow,32,28
uncover,Right shoulder,46,27
uncover,Left shoulder,71,26
uncover,Left elbow,87,23
uncover,Left wrist,101,17
uncover,thorax,60,25
uncover,head top,62,9
uncover,Right ankle,67,124
uncover,Right knee,63,96
uncover,Right hip,63,71
uncover,Left hip,60,71
uncover,Left knee,58,102
uncover,Left ankle,79,109
uncover,Right wrist,81,21
uncover,Right elbow,69,14
uncover,Right shoulder,68,29
uncover,Left shoulder,85,32
uncover,Left elbow,92,15
uncover,Left wrist,92,25
uncover,thorax,78,28
uncover,head top,85,15
uncover,Right ankle,64,124
uncover,Right knee,61,98
uncover,Right hip,64,71
uncover,Left hip,69,71
uncover,Left knee,44,94
uncover,Left ankle,68,104
uncover,Right wrist,31,12
uncover,Right elbow,46,22
uncover,Right shoulder,60,26
uncover,Left shoulder,82,31
uncover,Left elbow,88,50
uncover,Left wrist,80,65
uncover,thorax,68,26
uncover,head top,74,11
uncover,Right ankle,80,113
uncover,Right knee,80,83
uncover,Right hip,52,78
uncover,Left hip,57,79
uncover,Left knee,76,85
uncover,Left ankle,72,114
uncover,Right wrist,67,37
uncover,Right elbow,69,48
uncover,Right shoulder,51,33
uncover,Left shoulder,53,34
uncover,Left elbow,70,52
uncover,Left wrist,85,60
uncover,thorax,54,32
uncover,head top,55,18
uncover,Right ankle,44,129
uncover,Right knee,50,103
uncover,Right hip,47,79
uncover,Left hip,56,76
uncover,Left knee,77,85
uncover,Left ankle,77,110
uncover,Right wrist,55,15
uncover,Right elbow,58,28
uncover,Right shoulder,39,32
uncover,Left shoulder,42,31
uncover,Left elbow,58,27
uncover,Left wrist,76,15
uncover,thorax,33,32
uncover,head top,25,26
uncover,Right ankle,41,124
uncover,Right knee,46,102
uncover,Right hip,43,75
uncover,Left hip,58,72
uncover,Left knee,76,86
uncover,Left ankle,87,108
uncover,Right wrist,67,43
uncover,Right elbow,53,35
uncover,Right shoulder,42,27
uncover,Left shoulder,58,30
uncover,Left elbow,69,37
uncover,Left wrist,88,49
uncover,thorax,53,27
uncover,head top,53,13
uncover,Right ankle,57,112
uncover,Right knee,41,89
uncover,Right hip,56,74
uncover,Left hip,71,74
uncover,Left knee,76,99
uncover,Left ankle,83,124
uncover,Right wrist,55,13
uncover,Right elbow,43,21
uncover,Right shoulder,57,28
uncover,Left shoulder,80,28
uncover,Left elbow,65,31
uncover,Left wrist,54,23
uncover,thorax,70,23
uncover,head top,67,10
uncover,Right ankle,49,127
uncover,Right knee,50,96
uncover,Right hip,50,73
uncover,Left hip,70,70
uncover,Left knee,89,88
uncover,Left ankle,64,99
uncover,Right wrist,53,19
uncover,Right elbow,36,19
uncover,Right shoulder,49,26
uncover,Left shoulder,73,29
uncover,Left elbow,88,44
uncover,Left wrist,82,57
uncover,thorax,63,25
uncover,head top,64,10
uncover,Right ankle,77,116
uncover,Right knee,75,91
uncover,Right hip,51,79
uncover,Left hip,55,78
uncover,Left knee,78,89
uncover,Left ankle,70,113
uncover,Right wrist,60,31
uncover,Right elbow,61,40
uncover,Right shoulder,40,33
uncover,Left shoulder,46,33
uncover,Left elbow,66,44
uncover,Left wrist,84,49
uncover,thorax,41,30
uncover,head top,41,18
uncover,Right ankle,42,121
uncover,Right knee,42,98
uncover,Right hip,47,70
uncover,Left hip,69,70
uncover,Left knee,71,100
uncover,Left ankle,70,123
uncover,Right wrist,39,65
uncover,Right elbow,37,47
uncover,Right shoulder,45,29
uncover,Left shoulder,71,27
uncover,Left elbow,85,40
uncover,Left wrist,79,56
uncover,thorax,58,25
uncover,head top,58,8
uncover,Right ankle,50,124
uncover,Right knee,56,100
uncover,Right hip,67,75
uncover,Left hip,59,76
uncover,Left knee,51,103
uncover,Left ankle,50,126
uncover,Right wrist,44,67
uncover,Right elbow,48,47
uncover,Right shoulder,61,28
uncover,Left shoulder,53,29
uncover,Left elbow,44,51
uncover,Left wrist,41,66
uncover,thorax,58,27
uncover,head top,55,14
uncover,Right ankle,49,125
uncover,Right knee,45,96
uncover,Right hip,48,75
uncover,Left hip,69,77
uncover,Left knee,67,99
uncover,Left ankle,70,126
uncover,Right wrist,33,66
uncover,Right elbow,38,46
uncover,Right shoulder,43,32
uncover,Left shoulder,73,31
uncover,Left elbow,81,47
uncover,Left wrist,82,66
uncover,thorax,57,28
uncover,head top,58,9
uncover,Right ankle,67,129
uncover,Right knee,67,97
uncover,Right hip,56,75
uncover,Left hip,58,75
uncover,Left knee,64,100
uncover,Left ankle,68,128
uncover,Right wrist,53,21
uncover,Right elbow,64,34
uncover,Right shoulder,45,28
uncover,Left shoulder,39,33
uncover,Left elbow,63,32
uncover,Left wrist,77,30
uncover,thorax,40,28
uncover,head top,30,21
uncover,Right ankle,50,101
uncover,Right knee,42,79
uncover,Right hip,69,72
uncover,Left hip,62,69
uncover,Left knee,37,77
uncover,Left ankle,50,99
uncover,Right wrist,52,47
uncover,Right elbow,44,42
uncover,Right shoulder,58,27
uncover,Left shoulder,59,24
uncover,Left elbow,44,44
uncover,Left wrist,38,55
uncover,thorax,53,26
uncover,head top,48,15
uncover,Right ankle,54,101
uncover,Right knee,33,91
uncover,Right hip,48,71
uncover,Left hip,69,70
uncover,Left knee,92,85
uncover,Left ankle,69,100
uncover,Right wrist,30,59
uncover,Right elbow,32,43
uncover,Right shoulder,43,30
uncover,Left shoulder,72,27
uncover,Left elbow,85,41
uncover,Left wrist,85,59
uncover,thorax,58,25
uncover,head top,57,8
uncover,Right ankle,51,123
uncover,Right knee,46,96
uncover,Right hip,48,72
uncover,Left hip,69,73
uncover,Left knee,66,98
uncover,Left ankle,63,124
uncover,Right wrist,41,67
uncover,Right elbow,39,48
uncover,Right shoulder,44,33
uncover,Left shoulder,73,31
uncover,Left elbow,78,48
uncover,Left wrist,75,69
uncover,thorax,57,27
uncover,head top,58,9
uncover,Right ankle,50,106
uncover,Right knee,29,87
uncover,Right hip,46,68
uncover,Left hip,66,69
uncover,Left knee,63,98
uncover,Left ankle,63,126
uncover,Right wrist,36,68
uncover,Right elbow,40,49
uncover,Right shoulder,43,32
uncover,Left shoulder,72,25
uncover,Left elbow,87,32
uncover,Left wrist,84,49
uncover,thorax,58,26
uncover,head top,59,9
uncover,Right ankle,54,107
uncover,Right knee,79,102
uncover,Right hip,69,71
uncover,Left hip,72,71
uncover,Left knee,78,94
uncover,Left ankle,51,98
uncover,Right wrist,42,22
uncover,Right elbow,48,12
uncover,Right shoulder,49,30
uncover,Left shoulder,63,26
uncover,Left elbow,67,16
uncover,Left wrist,49,21
uncover,thorax,58,24
uncover,head top,54,12
uncover,Right ankle,83,99
uncover,Right knee,83,72
uncover,Right hip,56,71
uncover,Left hip,42,77
uncover,Left knee,47,98
uncover,Left ankle,42,130
uncover,Right wrist,88,19
uncover,Right elbow,85,34
uncover,Right shoulder,66,32
uncover,Left shoulder,50,29
uncover,Left elbow,68,21
uncover,Left wrist,83,15
uncover,thorax,62,26
uncover,head top,67,13
uncover,Right ankle,46,95
uncover,Right knee,40,70
uncover,Right hip,69,79
uncover,Left hip,65,76
uncover,Left knee,37,71
uncover,Left ankle,47,94
uncover,Right wrist,51,56
uncover,Right elbow,45,51
uncover,Right shoulder,54,29
uncover,Left shoulder,46,30
uncover,Left elbow,44,57
uncover,Left wrist,43,63
uncover,thorax,45,34
uncover,head top,36,26
uncover,Right ankle,40,118
uncover,Right knee,51,95
uncover,Right hip,55,70
uncover,Left hip,59,69
uncover,Left knee,78,82
uncover,Left ankle,64,104
uncover,Right wrist,57,66
uncover,Right elbow,51,49
uncover,Right shoulder,51,29
uncover,Left shoulder,64,27
uncover,Left elbow,73,40
uncover,Left wrist,87,53
uncover,thorax,59,25
uncover,head top,61,11
uncover,Right ankle,46,114
uncover,Right knee,47,90
uncover,Right hip,63,76
uncover,Left hip,73,77
uncover,Left knee,60,96
uncover,Left ankle,56,120
uncover,Right wrist,59,61
uncover,Right elbow,51,51
uncover,Right shoulder,59,36
uncover,Left shoulder,75,34
uncover,Left elbow,78,56
uncover,Left wrist,64,64
uncover,thorax,65,33
uncover,head top,59,18
uncover,Right ankle,50,97
uncover,Right knee,45,77
uncover,Right hip,67,74
uncover,Left hip,72,76
uncover,Left knee,58,97
uncover,Left ankle,67,123
uncover,Right wrist,48,27
uncover,Right elbow,46,43
uncover,Right shoulder,59,35
uncover,Left shoulder,64,33
uncover,Left elbow,56,58
uncover,Left wrist,46,51
uncover,thorax,58,32
uncover,head top,52,22
uncover,Right ankle,60,91
uncover,Right knee,81,76
uncover,Right hip,56,66
uncover,Left hip,55,69
uncover,Left knee,80,85
uncover,Left ankle,59,100
uncover,Right wrist,40,63
uncover,Right elbow,39,46
uncover,Right shoulder,43,29
uncover,Left shoulder,66,28
uncover,Left elbow,72,42
uncover,Left wrist,82,57
uncover,thorax,57,27
uncover,head top,63,10
uncover,Right ankle,56,116
uncover,Right knee,40,95
uncover,Right hip,50,73
uncover,Left hip,69,71
uncover,Left knee,62,98
uncover,Left ankle,81,114
uncover,Right wrist,36,34
uncover,Right elbow,34,49
uncover,Right shoulder,45,35
uncover,Left shoulder,69,29
uncover,Left elbow,87,38
uncover,Left wrist,77,26
uncover,thorax,55,28
uncover,head top,55,13
uncover,Right ankle,44,107
uncover,Right knee,46,83
uncover,Right hip,63,77
uncover,Left hip,70,77
uncover,Left knee,62,100
uncover,Left ankle,75,123
uncover,Right wrist,50,38
uncover,Right elbow,41,47
uncover,Right shoulder,58,33
uncover,Left shoulder,53,42
uncover,Left elbow,54,65
uncover,Left wrist,45,52
uncover,thorax,52,35
uncover,head top,43,23
uncover,Right ankle,59,123
uncover,Right knee,57,99
uncover,Right hip,53,74
uncover,Left hip,72,74
uncover,Left knee,69,99
uncover,Left ankle,70,123
uncover,Right wrist,50,59
uncover,Right elbow,39,55
uncover,Right shoulder,45,37
uncover,Left shoulder,69,30
uncover,Left elbow,81,46
uncover,Left wrist,73,57
uncover,thorax,56,30
uncover,head top,54,13
uncover,Right ankle,66,111
uncover,Right knee,79,90
uncover,Right hip,66,71
uncover,Left hip,68,71
uncover,Left knee,84,89
uncover,Left ankle,65,110
uncover,Right wrist,79,34
uncover,Right elbow,78,47
uncover,Right shoulder,67,33
uncover,Left shoulder,62,30
uncover,Left elbow,76,42
uncover,Left wrist,87,54
uncover,thorax,67,27
uncover,head top,73,12
uncover,Right ankle,54,114
uncover,Right knee,42,96
uncover,Right hip,51,74
uncover,Left hip,71,72
uncover,Left knee,75,97
uncover,Left ankle,79,121
uncover,Right wrist,35,72
